timestamp_mills_ms,GX,GY,GZ,AX,AY,AZ,sync,timestamp_listener
0,0.37,69.09,-6.65,0.14,0.06,1.08,n,1715785199617
14,2.87,123.35,-6.90,0.19,0.09,1.07,n,1715785199700
"
26",3.05,192.75,-10.50,0.13,0.12,1.11,n,1715785199700
"
38",-0.43,270.14,-13.55,0.10,0.12,1.10,n,1715785199700
50,-9.09,349.06,-15.14,0.08,0.10,1.03,n,1715785199918
"
62",-15.14,433.84,-10.86,0.07,0.01,0.95,n,1715785199918
"
74",-14.34,515.56,-7.20,0.11,-0.01,0.80,n,1715785199918
"
86",-13.92,586.55,-10.25,0.13,-0.04,0.71,n,1715785199918
"
98",-13.24,622.86,-11.41,-0.00,-0.06,0.61,n,1715785199918
"
110",-14.83,621.22,-7.45,-0.25,-0.07,0.46,n,1715785199918
"
122",-20.20,579.77,-2.62,-0.60,-0.10,0.34,n,1715785199919
"
134",-22.58,502.99,7.45,-0.80,-0.21,0.23,n,1715785199919
"
146",-21.48,391.36,16.60,-1.55,-0.05,0.10,n,1715785199919
"
158",-18.62,225.34,1.40,-2.05,-0.01,0.00,n,1715785199919
"
170",-8.30,53.77,-3.48,-2.13,0.02,-0.01,n,1715785199919
"
182",3.30,-111.51,-14.04,-1.95,0.13,0.10,n,1715785199919
"
194",6.10,-245.48,-25.70,-1.53,0.21,0.20,n,1715785199919
"
206",2.26,-342.41,-31.25,-1.18,0.23,0.28,n,1715785199919
"
218",-8.42,-407.29,-29.91,-0.93,0.16,0.33,n,1715785199919
"
230",-13.31,-448.73,-24.90,-0.78,0.02,0.42,n,1715785199919
"
242",-4.76,-465.70,-18.55,-0.61,-0.05,0.62,n,1715785199919
"
254",7.02,-461.79,-10.74,-0.42,-0.04,0.84,n,1715785199919
"
266",10.07,-426.03,-5.43,-0.19,0.01,0.97,n,1715785199919
"
278",5.19,-364.56,-3.60,-0.12,0.03,1.09,n,1715785199919
"
290",0.43,"-284.61,",1715785199919
-0.92,-0.11,0.02,1.10,n,1715785199919
302,0.31,-197.14,0.24,-0.11,0.05,1.05,n,1715785200008
"
316",2.20,-101.75,-0.06,-0.08,0.07,1.00,n,1715785200008
"
328",1.34,-4.39,-2.38,-0.07,0.04,0.95,n,1715785200008
"
340",-1.34,92.77,-3.05,-0.09,0.01,0.92,n,1715785200008
"
352",-1.40,198.36,-4.64,-0.01,-0.01,0.96,n,1715785200008
"
364",0.79,312.32,-7.32,0.03,-0.04,0.94,n,1715785200008
"
376",2.50,435.12,-6.35,0.06,-0.06,0.89,n,1715785200008
"
388",1.16,548.34,-3.54,0.05,-0.11,0.70,n,1715785200008
400,0.43,641.60,-3.05,-0.13,-0.15,0.41,n,1715785200226
"
412",6.41,679.20,-5.19,-0.49,-0.13,0.14,n,1715785200226
"
424",10.38,636.17,-15.32,-0.97,-0.08,-0.07,n,1715785200226
"
436",1.89,520.08,-20.26,-1.38,0.01,-0.21,n,1715785200226
"
448",-22.16,362.49,-9.77,-1.85,-0.10,-0.24,n,1715785200226
"
460",-20.81,179.81,7.32,-2.22,-0.15,-0.21,n,1715785200226
"
472",-3.48,5.31,5.31,-2.06,-0.04,-0.17,n,1715785200226
"
484",8.97,-122.56,-2.87,-1.68,0.05,-0.13,n,1715785200226
"
496",13.12,-207.34,-7.51,-1.37,0.07,-0.02,n,1715785200226
"
508",12.08,-261.11,-2.62,-1.08,0.01,0.09,n,1715785200226
"
520",12.63,-303.83,1.89,-1.00,-0.00,0.15,n,1715785200226
"
532",8.91,-341.06,12.88,-0.96,0.00,0.23,n,1715785200226
"
544",2.81,-379.52,17.33,-0.88,0.00,0.33,n,1715785200226
"
556",-3.23,-404.85,14.10,-0.74,0.03,0.47,n,1715785200226
"
568",-9.34,-414.18,9.28,-0.68,0.02,0.58,n,1715785200226
"
580",-10.44,-415.95,3.23,-0.66,0.01,0.68,n,1715785200226
